initial_alias,converted_alias,name,description,namespace,,,,,From,To,Species,Gene Name,,,,,,4963,OFC1,Homo sapiens,orofacial cleft 1(OFC1),,,,,,,,,,,,fibro down,,,,,,,,,,mono up,,,,,,,,,mono down,,,
16989,None,None,None,,,,,,10732,TCFL5,Homo sapiens,transcription factor like 5(TCFL5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34132,None,None,None,,,,,,4430,MYO1B,Homo sapiens,myosin IB(MYO1B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42226,None,None,None,,,,,,4431,MSBP1,Homo sapiens,minisatellite binding protein 1(MSBP1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11628,None,None,None,,,,,,4432,MSBP2,Homo sapiens,minisatellite binding protein 2(MSBP2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36002,None,None,None,,,,,,4429,MRXS7,Homo sapiens,"mental retardation, X-linked, syndromic 7(MRXS7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36557,None,None,None,,,,,,10725,NFAT5,Homo sapiens,nuclear factor of activated T cells 5(NFAT5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37305,None,None,None,,,,,,10726,NUDC,Homo sapiens,"nuclear distribution C, dynein complex regulator(NUDC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28731,None,None,None,,,,,,10728,PTGES3,Homo sapiens,prostaglandin E synthase 3(PTGES3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31511,None,None,None,,,,,,23207,PLEKHM2,Homo sapiens,pleckstrin homology and RUN domain containing M2(PLEKHM2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28867,None,None,None,,,,,,10379,IRF9,Homo sapiens,interferon regulatory factor 9(IRF9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18927,None,None,None,,,,,,23452,ANGPTL2,Homo sapiens,angiopoietin like 2(ANGPTL2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30602,None,None,None,,,,,,5549,PRELP,Homo sapiens,proline and arginine rich end leucine rich repeat protein(PRELP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12454,None,None,None,,,,,,2053,EPHX2,Homo sapiens,epoxide hydrolase 2(EPHX2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33989,None,None,None,,,,,,10357,HMGB1P1,Homo sapiens,high mobility group box 1 pseudogene 1(HMGB1P1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18785,None,None,None,,,,,,7991,TUSC3,Homo sapiens,tumor suppressor candidate 3(TUSC3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34215,None,None,None,,,,,,5330,PLCB2,Homo sapiens,phospholipase C beta 2(PLCB2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39492,None,None,None,,,,,,5331,PLCB3,Homo sapiens,phospholipase C beta 3(PLCB3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,None,None,None,,,,,,5332,PLCB4,Homo sapiens,phospholipase C beta 4(PLCB4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40905,None,None,None,,,,,,10360,NPM3,Homo sapiens,nucleophosmin/nucleoplasmin 3(NPM3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41415,None,None,None,,,,,,785,CACNB4,Homo sapiens,calcium voltage-gated channel auxiliary subunit beta 4(CACNB4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,None,None,None,,,,,,786,CACNG1,Homo sapiens,calcium voltage-gated channel auxiliary subunit gamma 1(CACNG1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40387,None,None,None,,,,,,788,SLC25A20,Homo sapiens,solute carrier family 25 member 20(SLC25A20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27142,None,None,None,,,,,,789,SLC25A20P1,Homo sapiens,solute carrier family 25 member 20 pseudogene 1(SLC25A20P1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40427,None,None,None,,,,,,7986,GPDS1,Homo sapiens,glaucoma-related pigment dispersion syndrome 1(GPDS1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12050,None,None,None,,,,,,5325,PLAGL1,Homo sapiens,PLAG1 like zinc finger 1(PLAGL1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7085,None,None,None,,,,,,5326,PLAGL2,Homo sapiens,PLAG1 like zinc finger 2(PLAGL2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36678,None,None,None,,,,,,5327,PLAT,Homo sapiens,"plasminogen activator, tissue type(PLAT)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27805,None,None,None,,,,,,7988,ZNF212,Homo sapiens,zinc finger protein 212(ZNF212),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24231,None,None,None,,,,,,5328,PLAU,Homo sapiens,"plasminogen activator, urokinase(PLAU)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19688,None,None,None,,,,,,5329,PLAUR,Homo sapiens,"plasminogen activator, urokinase receptor(PLAUR)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23472,None,None,None,,,,,,790,CAD,Homo sapiens,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(CAD)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26890,None,None,None,,,,,,550,AUP1,Homo sapiens,AUP1 lipid droplet regulating VLDL assembly factor(AUP1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42230,None,None,None,,,,,,7518,XRCC4,Homo sapiens,X-ray repair cross complementing 4(XRCC4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12749,None,None,None,,,,,,8862,APLN,Homo sapiens,apelin(APLN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14329,None,None,None,,,,,,23650,TRIM29,Homo sapiens,tripartite motif containing 29(TRIM29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37871,None,None,None,,,,,,8886,DDX18,Homo sapiens,DEAD-box helicase 18(DDX18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14656,None,None,None,,,,,,8887,TAX1BP1,Homo sapiens,Tax1 binding protein 1(TAX1BP1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14466,None,None,None,,,,,,6225,RPS20P3,Homo sapiens,ribosomal protein S20 pseudogene 3(RPS20P3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36065,None,None,None,,,,,,6230,RPS25,Homo sapiens,ribosomal protein S25(RPS25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16125,None,None,None,,,,,,6232,RPS27,Homo sapiens,ribosomal protein S27(RPS27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10727,None,None,None,,,,,,8891,EIF2B3,Homo sapiens,eukaryotic translation initiation factor 2B subunit gamma(EIF2B3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18008,None,None,None,,,,,,8892,EIF2B2,Homo sapiens,eukaryotic translation initiation factor 2B subunit beta(EIF2B2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36405,None,None,None,,,,,,6231,RPS26,Homo sapiens,ribosomal protein S26(RPS26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42229,None,None,None,,,,,,9745,ZNF536,Homo sapiens,zinc finger protein 536(ZNF536),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13847,None,None,None,,,,,,6227,RPS21,Homo sapiens,ribosomal protein S21(RPS21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10729,None,None,None,,,,,,6226,RPS20P4,Homo sapiens,ribosomal protein S20 pseudogene 4(RPS20P4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24191,None,None,None,,,,,,8888,MCM3AP,Homo sapiens,minichromosome maintenance complex component 3 associated protein(MCM3AP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4392,None,None,None,,,,,,6229,RPS24,Homo sapiens,ribosomal protein S24(RPS24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,None,None,None,,,,,,6228,RPS23,Homo sapiens,ribosomal protein S23(RPS23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23453,None,None,None,,,,,,9993,DGCR2,Homo sapiens,DiGeorge syndrome critical region gene 2(DGCR2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16380,None,None,None,,,,,,28867,IGKV1OR2-0,Homo sapiens,immunoglobulin kappa variable 1/OR2-0 (non-functional)(IGKV1OR2-0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31660,None,None,None,,,,,,28869,IGKV6D-41,Homo sapiens,immunoglobulin kappa variable 6D-41 (non-functional)(IGKV6D-41),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14190,None,None,None,,,,,,8672,EIF4G3,Homo sapiens,eukaryotic translation initiation factor 4 gamma 3(EIF4G3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37866,None,None,None,,,,,,4076,CAPRIN1,Homo sapiens,cell cycle associated protein 1(CAPRIN1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11946,None,None,None,,,,,,5172,SLC26A4,Homo sapiens,solute carrier family 26 member 4(SLC26A4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17192,None,None,None,,,,,,148,ADRA1A,Homo sapiens,adrenoceptor alpha 1A(ADRA1A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13429,None,None,None,,,,,,9785,DHX38,Homo sapiens,DEAH-box helicase 38(DHX38),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,None,None,None,,,,,,9788,MTSS1,Homo sapiens,MTSS I-BAR domain containing 1(MTSS1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10853,None,None,None,,,,,,7125,TNNC2,Homo sapiens,"troponin C2, fast skeletal type(TNNC2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14469,None,None,None,,,,,,6036,RNASE2,Homo sapiens,ribonuclease A family member 2(RNASE2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28868,None,None,None,,,,,,9789,SPCS2,Homo sapiens,signal peptidase complex subunit 2(SPCS2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,None,None,None,,,,,,7127,TNFAIP2,Homo sapiens,TNF alpha induced protein 2(TNFAIP2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36275,None,None,None,,,,,,9786,KIAA0586,Homo sapiens,KIAA0586(KIAA0586),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10357,None,None,None,,,,,,7126,TNFAIP1,Homo sapiens,TNF alpha induced protein 1(TNFAIP1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23490,None,None,None,,,,,,9787,DLGAP5,Homo sapiens,DLG associated protein 5(DLGAP5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19145,None,None,None,,,,,,10055,SAE1,Homo sapiens,SUMO1 activating enzyme subunit 1(SAE1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7208,None,None,None,,,,,,10297,APC2,Homo sapiens,APC regulator of WNT signaling pathway 2(APC2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13745,None,None,None,,,,,,10056,FARSB,Homo sapiens,phenylalanyl-tRNA synthetase subunit beta(FARSB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22152,None,None,None,,,,,,10059,DNM1L,Homo sapiens,dynamin 1 like(DNM1L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13427,None,None,None,,,,,,7132,TNFRSF1A,Homo sapiens,TNF receptor superfamily member 1A(TNFRSF1A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20590,None,None,None,,,,,,5195,PEX14,Homo sapiens,peroxisomal biogenesis factor 14(PEX14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6190,None,None,None,,,,,,29919,RMC1,Homo sapiens,regulator of MON1-CCZ1(RMC1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11727,None,None,None,,,,,,10060,ABCC9,Homo sapiens,ATP binding cassette subfamily C member 9(ABCC9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22390,None,None,None,,,,,,9557,CHD1L,Homo sapiens,chromodomain helicase DNA binding protein 1 like(CHD1L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3527,None,None,None,,,,,,10063,COX17,Homo sapiens,cytochrome c oxidase copper chaperone COX17(COX17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12630,None,None,None,,,,,,9791,PTDSS1,Homo sapiens,phosphatidylserine synthase 1(PTDSS1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12948,None,None,None,,,,,,9792,SERTAD2,Homo sapiens,SERTA domain containing 2(SERTAD2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23883,None,None,None,,,,,,7130,TNFAIP6,Homo sapiens,TNF alpha induced protein 6(TNFAIP6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30670,None,None,None,,,,,,9790,BMS1,Homo sapiens,BMS1 ribosome biogenesis factor(BMS1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16400,None,None,None,,,,,,7128,TNFAIP3,Homo sapiens,TNF alpha induced protein 3(TNFAIP3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40389,None,None,None,,,,,,68,ACTBP8,Homo sapiens,ACTB pseudogene 8(ACTBP8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35345,None,None,None,,,,,,23345,SYNE1,Homo sapiens,spectrin repeat containing nuclear envelope protein 1(SYNE1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8259,None,None,None,,,,,,23588,KLHDC2,Homo sapiens,kelch domain containing 2(KLHDC2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15228,None,None,None,,,,,,23582,CCNDBP1,Homo sapiens,cyclin D1 binding protein 1(CCNDBP1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13744,None,None,None,,,,,,23341,DNAJC16,Homo sapiens,DnaJ heat shock protein family (Hsp40) member C16(DNAJC16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15689,None,None,None,,,,,,23583,SMUG1,Homo sapiens,single-strand-selective monofunctional uracil-DNA glycosylase 1(SMUG1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13120,None,None,None,,,,,,79,ACTG1P7,Homo sapiens,actin gamma 1 pseudogene 7(ACTG1P7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12486,None,None,None,,,,,,7392,USF2,Homo sapiens,"upstream transcription factor 2, c-fos interacting(USF2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7269,None,None,None,,,,,,8259,INDX,Homo sapiens,"Immunoneurologic syndrome X-linked, of Wood, Black, and Norbury(INDX)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41546,None,None,None,,,,,,8258,GUST,Homo sapiens,"Gustavson mental retardation syndrome (with microcephaly, optic(GUST)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15188,None,None,None,,,,,,26030,PLEKHG3,Homo sapiens,pleckstrin homology and RhoGEF domain containing G3(PLEKHG3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28686,None,None,None,,,,,,1854,DUT,Homo sapiens,deoxyuridine triphosphatase(DUT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10688,None,None,None,,,,,,28691,TRAV2,Homo sapiens,T cell receptor alpha variable 2(TRAV2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33328,None,None,None,,,,,,26032,SUSD5,Homo sapiens,sushi domain containing 5(SUSD5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20945,None,None,None,,,,,,28692,TRAV1-2,Homo sapiens,T cell receptor alpha variable 1-2(TRAV1-2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16088,None,None,None,,,,,,26031,OSBPL3,Homo sapiens,oxysterol binding protein like 3(OSBPL3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11802,None,None,None,,,,,,28690,TRAV3,Homo sapiens,T cell receptor alpha variable 3(TRAV3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10689,None,None,None,,,,,,8028,MLLT10,Homo sapiens,MLLT10 histone lysine methyltransferase DOT1L cofactor(MLLT10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12490,None,None,None,,,,,,8029,CUBN,Homo sapiens,cubilin(CUBN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20948,None,None,None,,,,,,8026,DGS2,Homo sapiens,DiGeorge syndrome/velocardiofacial syndrome complex 2(DGS2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13386,None,None,None,,,,,,8027,STAM,Homo sapiens,signal transducing adaptor molecule(STAM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27025,None,None,None,,,,,,26043,UBXN7,Homo sapiens,UBX domain protein 7(UBXN7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40743,None,None,None,,,,,,26045,LRRTM2,Homo sapiens,leucine rich repeat transmembrane neuronal 2(LRRTM2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7990,None,None,None,,,,,,29796,UQCR10,Homo sapiens,"ubiquinol-cytochrome c reductase, complex III subunit X(UQCR10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17890,None,None,None,,,,,,1869,E2F1,Homo sapiens,E2F transcription factor 1(E2F1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13387,None,None,None,,,,,,3801,KIFC3,Homo sapiens,kinesin family member C3(KIFC3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17025,None,None,None,,,,,,8031,NCOA4,Homo sapiens,nuclear receptor coactivator 4(NCOA4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13389,None,None,None,,,,,,8030,CCDC6,Homo sapiens,coiled-coil domain containing 6(CCDC6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17930,None,None,None,,,,,,10914,PAPOLA,Homo sapiens,poly(A) polymerase alpha(PAPOLA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27326,None,None,None,,,,,,27102,EIF2AK1,Homo sapiens,eukaryotic translation initiation factor 2 alpha kinase 1(EIF2AK1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18787,None,None,None,,,,,,1872,E2F3P1,Homo sapiens,E2F transcription factor 3 pseudogene 1(E2F3P1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36001,None,None,None,,,,,,1870,E2F2,Homo sapiens,E2F transcription factor 2(E2F2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36003,None,None,None,,,,,,26027,ACOT11,Homo sapiens,acyl-CoA thioesterase 11(ACOT11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16128,None,None,None,,,,,,28689,TRAV4,Homo sapiens,T cell receptor alpha variable 4(TRAV4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28869,None,None,None,,,,,,28686,TRAV7,Homo sapiens,T cell receptor alpha variable 7(TRAV7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8734,None,None,None,,,,,,26025,PCDHGA12,Homo sapiens,"protocadherin gamma subfamily A, 12(PCDHGA12)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14880,None,None,None,,,,,,28685,TRAV8-1,Homo sapiens,T cell receptor alpha variable 8-1(TRAV8-1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32408,None,None,None,,,,,,1889,ECE1,Homo sapiens,endothelin converting enzyme 1(ECE1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23465,None,None,None,,,,,,9384,COX6CP1,Homo sapiens,cytochrome c oxidase subunit 6C pseudogene 1(COX6CP1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41428,None,None,None,,,,,,9382,COG1,Homo sapiens,component of oligomeric golgi complex 1(COG1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14289,None,None,None,,,,,,28891,IGKV1D-43,Homo sapiens,immunoglobulin kappa variable 1D-43(IGKV1D-43),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16603,None,None,None,,,,,,26005,C2CD3,Homo sapiens,C2 domain containing 3 centriole elongation regulator(C2CD3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27029,None,None,None,,,,,,26001,RNF167,Homo sapiens,ring finger protein 167(RNF167),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19146,None,None,None,,,,,,3608,ILF2,Homo sapiens,interleukin enhancer binding factor 2(ILF2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24094,None,None,None,,,,,,3607,FOXK2,Homo sapiens,forkhead box K2(FOXK2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36151,None,None,None,,,,,,1690,COCH,Homo sapiens,cochlin(COCH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28145,None,None,None,,,,,,3624,INHBA,Homo sapiens,inhibin subunit beta A(INHBA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12164,None,None,None,,,,,,1687,GSDME,Homo sapiens,gasdermin E(GSDME),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21781,None,None,None,,,,,,4952,OCRL,Homo sapiens,OCRL inositol polyphosphate-5-phosphatase(OCRL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31656,None,None,None,,,,,,3628,INPP1,Homo sapiens,inositol polyphosphate-1-phosphatase(INPP1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26930,None,None,None,,,,,,18379,Omt2a,Mus musculus,"oocyte maturation, alpha(Omt2a)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22430,None,None,None,,,,,,21782,Tfdp1-ps,Mus musculus,"transcription factor Dp 1, pseudogene(Tfdp1-ps)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43087,None,None,None,,,,,,21781,Tfdp1,Mus musculus,transcription factor Dp 1(Tfdp1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13426,None,None,None,,,,,,19687,Rfc1,Mus musculus,replication factor C (activator 1) 1(Rfc1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28732,None,None,None,,,,,,17025,Alad,Mus musculus,"aminolevulinate, delta-, dehydratase(Alad)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40429,None,None,None,,,,,,21529,Tcra-V2.5,Mus musculus,"T cell receptor alpha, variable 2.5(Tcra-V2.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28692,None,None,None,,,,,,21527,Tcra-V2.3,Mus musculus,"T cell receptor alpha, variable 2.3(Tcra-V2.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16452,None,None,None,,,,,,21526,Tcra-V2.2,Mus musculus,"T cell receptor alpha, variable 2.2(Tcra-V2.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36723,None,None,None,,,,,,11728,Ang-ps1,Mus musculus,"angiogenin, ribonuclease A family, pseudogene 1(Ang-ps1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36992,None,None,None,,,,,,11727,Ang,Mus musculus,"angiogenin, ribonuclease, RNase A family, 5(Ang)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13388,None,None,None,,,,,,21530,Tcra-V2.6,Mus musculus,"T cell receptor alpha, variable 2.6(Tcra-V2.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37053,None,None,None,,,,,,20209,Saa2,Mus musculus,serum amyloid A 2(Saa2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32286,None,None,None,,,,,,19692,Reg1,Mus musculus,regenerating islet-derived 1(Reg1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36532,None,None,None,,,,,,19691,Recql,Mus musculus,RecQ protein-like(Recql),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
